,playerID,yearID,LastOfteamID,nameFirst,nameLast,weight,height,bats,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,BFPG,SPG,IP,ERA,ERARecip,WHIP,WHIPRecip,ERA_Scaled,WHIP_Scaled,SO_Scaled,SV_Scaled,W_Scaled,Penalty,StarterStars,RelieverStars,StarRating
443,brittza01,2016,BAL,Zach,Britton,195,75,L,AL,2.0,1.0,69.0,0.0,0.0,0.0,47.0,201.0,38.0,4.0,1.0,18.0,74.0,3.0,10.0,0,0.0,254.0,63.0,7.0,1.0,0.0,4.0,3.68,0.0,67.0,0.5373134328358209,1.8611111111111112,0.835820895522388,1.1964285714285714,0.18460111317254174,0.10849909584086799,0.2605633802816901,0.9215686274509803,0.09090909090909091,1.0,0.6445726802041908,1.3055779273734809,1.5661413076551711
1980,janseke01,2016,LAN,Kenley,Jansen,270,77,B,NL,3.0,2.0,71.0,0.0,0.0,0.0,47.0,206.0,35.0,14.0,4.0,11.0,104.0,2.0,1.0,2,0.0,251.0,63.0,14.0,3.0,1.0,1.0,3.53,0.0,68.66,1.8351296242353627,0.5449206349206349,0.6699679580541801,1.4926086956521738,0.05273787437052744,0.13849201981287837,0.36619718309859156,0.9215686274509803,0.13636363636363635,1.0,0.6937907136456337,1.2491621579980223,1.615359341096614
1221,familje01,2016,NYN,Jeurys,Familia,240,75,R,NL,3.0,4.0,78.0,0.0,0.0,0.0,51.0,233.0,63.0,22.0,1.0,31.0,84.0,6.0,3.0,1,0.0,321.0,67.0,25.0,2.0,1.0,10.0,4.11,0.0,77.66,2.54957507082153,0.3922222222222222,1.2104043265516353,0.8261702127659575,0.03743970315398887,0.07100457850794506,0.29577464788732394,1.0,0.13636363636363635,1.0,0.5405825659128942,1.2448079180255704,1.5405825659128942
3021,osunaro01,2016,TOR,Roberto,Osuna,215,74,R,AL,4.0,3.0,72.0,0.0,0.0,0.0,36.0,222.0,55.0,22.0,9.0,14.0,82.0,4.0,4.0,3,1.0,288.0,61.0,23.0,1.0,3.0,4.0,4.0,0.0,74.0,2.675675675675676,0.3737373737373737,0.9324324324324325,1.072463768115942,0.03558778883454208,0.09594569803705741,0.2887323943661972,0.7058823529411765,0.18181818181818182,1.0,0.6020840630559785,1.0192340216309579,1.307966415997155
1147,dysonsa01,2016,TEX,Sam,Dyson,205,73,R,AL,3.0,2.0,73.0,0.0,0.0,0.0,38.0,211.0,63.0,19.0,5.0,23.0,55.0,0.0,3.0,3,0.0,285.0,53.0,19.0,1.0,0.0,12.0,3.9,0.0,70.33,2.4313948528366276,0.4112865497076023,1.2228067680932746,0.8177906976744186,0.039349672883507464,0.07015602001766265,0.1936619718309859,0.7450980392156863,0.13636363636363635,1.0,0.43953130109579236,0.9909673684804927,1.1846293403114787
3433,roberda08,2016,CHA,David,Robertson,195,71,R,AL,5.0,3.0,62.0,0.0,0.0,0.0,37.0,187.0,53.0,24.0,6.0,32.0,75.0,4.0,1.0,1,0.0,267.0,48.0,24.0,3.0,2.0,3.0,4.3,0.0,62.33,3.4654259586074123,0.28856481481481483,1.3637092892668057,0.7332941176470589,0.02705473098330241,0.06159940431868951,0.2640845070422535,0.7254901960784313,0.22727272727272727,0.935,0.5423106305918696,0.9737249498406959,1.220643963925203
3470,rodrifr03,2016,DET,Francisco,Rodriguez,195,72,R,AL,3.0,4.0,61.0,0.0,0.0,0.0,44.0,175.0,45.0,21.0,6.0,21.0,52.0,1.0,4.0,1,0.0,235.0,55.0,24.0,0.0,3.0,4.0,3.85,0.0,58.33,3.240185153437339,0.30862433862433863,1.1314932281844676,0.8837878787878788,0.02906440498277233,0.07683927886459532,0.18309859154929578,0.8627450980392157,0.13636363636363635,0.875,0.3721951727902623,0.9668858659689422,1.1270971335745763
1505,gomezje01,2016,PHI,Jeanmar,Gomez,215,75,R,NL,3.0,5.0,70.0,0.0,0.0,0.0,37.0,206.0,78.0,37.0,6.0,22.0,47.0,2.0,3.0,2,0.0,297.0,59.0,38.0,0.0,3.0,10.0,4.24,0.0,68.66,4.849985435479173,0.20618618618618617,1.4564520827264784,0.6866,0.018801584515870228,0.05687088607594937,0.16549295774647887,0.7254901960784313,0.13636363636363635,1.0,0.3775290647019348,0.9375263030338873,1.1030192607803662
2445,madsory01,2016,OAK,Ryan,Madson,225,78,L,AL,6.0,7.0,63.0,0.0,0.0,0.0,30.0,194.0,63.0,26.0,7.0,20.0,49.0,3.0,4.0,2,1.0,270.0,53.0,27.0,2.0,1.0,8.0,4.28,0.0,64.66,3.618929786575936,0.2763247863247863,1.2836374884008661,0.7790361445783133,0.025828457257028686,0.06623150831172793,0.17253521126760563,0.5882352941176471,0.2727272727272727,0.97,0.5212027760767259,0.9244318564412661,1.0917910113708436
64,allenco01,2016,CLE,Cody,Allen,210,73,R,AL,3.0,5.0,67.0,0.0,0.0,0.0,32.0,204.0,41.0,19.0,8.0,27.0,87.0,2.0,3.0,0,0.0,264.0,55.0,23.0,3.0,2.0,7.0,3.94,0.0,68.0,2.514705882352941,0.3976608187134503,1.0,1.0,0.037984571819158285,0.08860759493670886,0.30633802816901406,0.6274509803921569,0.13636363636363635,1.0,0.5692938312885176,0.8904067835116604,1.1967448116806745
3325,ramosaj01,2016,MIA,A. J.,Ramos,200,70,R,NL,1.0,4.0,67.0,0.0,0.0,0.0,40.0,192.0,52.0,20.0,1.0,35.0,73.0,3.0,6.0,4,0.0,278.0,52.0,21.0,2.0,4.0,5.0,4.14,0.0,64.0,2.8125,0.35555555555555557,1.359375,0.735632183908046,0.033766233766233764,0.06183617052233377,0.25704225352112675,0.7843137254901961,0.045454545454545456,0.96,0.38217523513367013,0.8883558482239767,1.1351164116042582
819,colomal01,2016,TBA,Alex,Colome,220,74,R,AL,2.0,4.0,57.0,0.0,0.0,0.0,37.0,170.0,43.0,12.0,6.0,15.0,71.0,1.0,1.0,2,0.0,226.0,48.0,12.0,0.0,0.0,5.0,3.96,0.0,56.66,1.9061066007765621,0.5246296296296296,1.0236498411577832,0.9768965517241379,0.05070500927643785,0.08626800523788739,0.25,0.7254901960784313,0.09090909090909091,0.85,0.4061997896099037,0.8103664562765703,1.0228664562765701
2981,ohse01,2016,SLN,Seung-hwan,Oh,205,70,R,NL,6.0,3.0,76.0,0.0,0.0,0.0,19.0,239.0,55.0,17.0,5.0,18.0,103.0,3.0,3.0,2,0.0,313.0,35.0,20.0,2.0,1.0,5.0,4.11,0.0,79.66,1.9206628169721316,0.5206535947712418,0.9163946773788602,1.0912328767123287,0.05030666812179418,0.09784636726200797,0.3626760563380282,0.37254901960784315,0.2727272727272727,1.0,0.783556364449103,0.7934293277189179,1.1561053840569462
745,cishest01,2016,SEA,Steve,Cishek,215,78,R,AL,4.0,6.0,62.0,0.0,0.0,0.0,25.0,192.0,44.0,20.0,8.0,21.0,76.0,2.0,4.0,4,0.0,258.0,40.0,21.0,1.0,0.0,2.0,4.16,0.0,64.0,2.8125,0.35555555555555557,1.015625,0.9846153846153847,0.033766233766233764,0.08704965920155794,0.2676056338028169,0.49019607843137253,0.18181818181818182,0.96,0.5474301202452388,0.7611169470886522,1.0180183555393565
4037,thornty01,2016,MIL,Tyler,Thornburg,190,71,R,NL,8.0,5.0,67.0,0.0,0.0,0.0,13.0,201.0,38.0,16.0,6.0,25.0,90.0,1.0,4.0,2,0.0,263.0,23.0,19.0,0.0,1.0,1.0,3.92,0.0,67.0,2.1492537313432836,0.4652777777777778,0.9402985074626866,1.0634920634920635,0.044758812615955476,0.09503717098653808,0.31690140845070425,0.2549019607843137,0.36363636363636365,1.0,0.8203337556895615,0.7583343080231709,1.075235716473875
1403,garcija01,2016,SFN,Santiago,Casilla,210,72,R,NL,2.0,5.0,62.0,0.0,0.0,0.0,31.0,174.0,50.0,23.0,8.0,19.0,65.0,2.0,4.0,5,2.0,241.0,44.0,23.0,3.0,1.0,6.0,3.88,0.0,58.0,3.5689655172413794,0.2801932367149758,1.1896551724137931,0.8405797101449275,0.026216020004839875,0.07246376811594203,0.22887323943661972,0.6078431372549019,0.09090909090909091,0.87,0.3640620430658485,0.693765854167754,0.8928855724776132
2136,kimbrcr01,2016,BOS,Craig,Kimbrel,220,71,R,AL,2.0,6.0,57.0,0.0,0.0,0.0,31.0,159.0,28.0,20.0,4.0,30.0,83.0,0.0,6.0,4,0.0,220.0,47.0,22.0,1.0,1.0,3.0,3.85,0.0,53.0,3.3962264150943398,0.29444444444444445,1.0943396226415094,0.9137931034482759,0.02764378478664193,0.0798777826276735,0.29225352112676056,0.6078431372549019,0.09090909090909091,0.795,0.39009392266288273,0.6409876674847551,0.8733292167805298
411,brachbr01,2016,BAL,Brad,Brach,215,78,R,AL,10.0,4.0,71.0,0.0,0.0,0.0,2.0,237.0,57.0,18.0,7.0,25.0,92.0,1.0,4.0,0,1.0,311.0,16.0,23.0,0.0,3.0,7.0,4.38,0.0,79.0,2.050632911392405,0.4876543209876544,1.0379746835443038,0.9634146341463414,0.04700061842918987,0.08490274776165482,0.323943661971831,0.0392156862745098,0.45454545454545453,1.0,0.9103924827081302,0.625664507010809,0.94960816898264
2036,johnsji04,2016,ATL,Jim,Johnson,250,78,R,NL,2.0,6.0,65.0,0.0,0.0,0.0,20.0,194.0,57.0,22.0,3.0,20.0,68.0,0.0,6.0,3,0.0,266.0,36.0,23.0,0.0,1.0,9.0,4.09,0.0,64.66,3.0621713578719456,0.32656565656565656,1.190844416950201,0.8397402597402598,0.03086186540731995,0.07237876048002631,0.23943661971830985,0.39215686274509803,0.09090909090909091,0.97,0.42057874641930454,0.5687173821552891,0.8009709032820496
1574,gregelu01,2016,HOU,Luke,Gregerson,205,75,L,AL,4.0,3.0,59.0,0.0,0.0,0.0,15.0,173.0,38.0,21.0,5.0,18.0,67.0,2.0,6.0,2,0.0,230.0,25.0,23.0,0.0,2.0,3.0,3.89,0.0,57.66,3.2778355879292405,0.30507936507936506,0.9712105445716268,1.029642857142857,0.02870924993373973,0.09160940325497287,0.23591549295774647,0.29411764705882354,0.18181818181818182,0.865,0.46541526368941444,0.515760126986846,0.7198270283952969
4269,watsoto01,2016,PIT,Tony,Watson,225,76,L,NL,2.0,5.0,70.0,0.0,0.0,0.0,15.0,203.0,52.0,23.0,10.0,20.0,58.0,1.0,0.0,3,0.0,272.0,27.0,26.0,4.0,3.0,9.0,3.88,0.0,67.66,3.0594147206621343,0.3268599033816425,1.0641442506650902,0.9397222222222221,0.03089134468016456,0.08250351617440224,0.20422535211267606,0.29411764705882354,0.09090909090909091,1.0,0.4085293038763338,0.49842159882248127,0.7026469509351574
2676,melanma01,2016,PIT,Mark,Melancon,210,74,R,NL,1.0,1.0,45.0,0.0,0.0,0.0,30.0,125.0,31.0,7.0,2.0,9.0,38.0,0.0,1.0,1,0.0,163.0,39.0,10.0,0.0,2.0,2.0,3.62,0.0,41.66,1.5122419587133942,0.6612698412698412,0.9601536245799329,1.0414999999999999,0.06439438112907502,0.09281012658227847,0.13380281690140844,0.5882352941176471,0.045454545454545456,0.625,0.21028866879206712,0.49430896705221616,0.5779357276155965
1993,jeffrje01,2016,MIL,Jeremy,Jeffress,205,72,R,NL,2.0,2.0,47.0,0.0,0.0,0.0,27.0,134.0,45.0,11.0,2.0,11.0,35.0,3.0,0.0,4,0.0,190.0,40.0,13.0,2.0,1.0,6.0,4.04,0.0,44.66,2.2167487684729066,0.4511111111111111,1.2539184952978057,0.7975,0.04333951762523191,0.0681012658227848,0.12323943661971831,0.5294117647058824,0.09090909090909091,0.67,0.2181448383544734,0.49028029817220337,0.5728507207074146
945,daviswa01,2016,KCA,Wade,Davis,225,77,R,AL,2.0,1.0,45.0,0.0,0.0,0.0,27.0,130.0,33.0,9.0,0.0,16.0,47.0,0.0,4.0,3,0.0,176.0,40.0,9.0,0.0,0.0,4.0,3.91,0.0,43.33,1.8693745672744058,0.5349382716049382,1.1308562197092085,0.8842857142857142,0.051737786023500314,0.0768896925858951,0.16549295774647887,0.5294117647058824,0.09090909090909091,0.65,0.25026919272222736,0.4868164172458397,0.5943868397810509
326,betande01,2016,NYA,Dellin,Betances,265,80,R,AL,3.0,6.0,73.0,0.0,0.0,0.0,12.0,219.0,54.0,25.0,5.0,28.0,126.0,0.0,6.0,1,0.0,299.0,20.0,31.0,1.0,1.0,4.0,4.09,0.0,73.0,3.0821917808219177,0.3244444444444445,1.1232876712328768,0.8902439024390244,0.030649350649350652,0.07749305341154678,0.44366197183098594,0.23529411764705882,0.13636363636363635,1.0,0.6881680122555197,0.4798001580715926,0.9234621299025785
738,cingrto01,2016,CIN,Tony,Cingrani,210,76,L,NL,2.0,5.0,65.0,0.0,0.0,0.0,17.0,189.0,54.0,29.0,5.0,37.0,49.0,1.0,3.0,3,1.0,271.0,34.0,30.0,1.0,1.0,5.0,4.16,0.0,63.0,4.142857142857143,0.24137931034482757,1.4444444444444444,0.6923076923076923,0.022327426268312967,0.05744888023369036,0.17253521126760563,0.3333333333333333,0.09090909090909091,0.945,0.32434347520137136,0.4762977005534841,0.6393434752013714
1473,gileske01,2016,HOU,Ken,Giles,205,74,R,AL,2.0,5.0,69.0,0.0,0.0,0.0,15.0,197.0,60.0,30.0,8.0,25.0,102.0,1.0,14.0,2,0.0,286.0,24.0,32.0,2.0,1.0,0.0,4.14,0.0,65.66,4.112092598233323,0.2431851851851852,1.2945476698141944,0.772470588235294,0.022508348794063084,0.06556664184661205,0.3591549295774648,0.29411764705882354,0.09090909090909091,0.985,0.5300669259603223,0.4660052026794607,0.8197728083132636
1481,givenmy01,2016,BAL,Mychal,Givens,210,72,R,AL,8.0,2.0,66.0,0.0,0.0,0.0,0.0,224.0,59.0,26.0,6.0,36.0,96.0,2.0,3.0,6,0.0,313.0,8.0,28.0,2.0,1.0,6.0,4.74,0.0,74.66,3.1342084114653095,0.31905982905982905,1.2724350388427539,0.7858947368421052,0.030109890109890108,0.06692604930046635,0.3380281690140845,0.0,0.36363636363636365,1.0,0.7987004720608046,0.46067230304672013,0.7987004720608046
