,playerID,yearID,LastOfteamID,nameFirst,nameLast,G,H,AB,HR,RBI,SB,R,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,prim_pos,other_pos,BA,OBP,1B,SLG,OPS,BA_Scaled,HR_Scaled,R_Scaled,RBI_Scaled,SB_Scaled,Penalty,AdjStars
4352,shawtr01,2016,BOS,Travis,Shaw,145.0,116.0,480.0,16.0,71.0,5.0,63.0,34.0,2.0,1.0,43.0,133.0,4.0,3.0,0.0,4,0.0,0.0,50.0,0.0,105.0,0.0,1.0,0.0,0.0,1.0,2.0,3b,"['1b', '3b']",0.24166666666666667,0.30566037735849055,64.0,0.42083333333333334,0.7264937106918239,0.36250000000000004,0.3404255319148936,0.5121951219512195,0.5338345864661654,0.08064516129032258,1.0,1.8296004016226013
4805,valenda01,2016,OAK,Danny,Valencia,130.0,135.0,471.0,17.0,51.0,1.0,72.0,22.0,1.0,1.0,41.0,115.0,1.0,3.0,0.0,2,0.0,0.0,18.0,0.0,68.0,0.0,1.0,0.0,37.0,38.0,6.0,3b,"['1b', '3b', 'rf', 'of']",0.28662420382165604,0.34622823984526113,95.0,0.445859872611465,0.7920881124567261,0.4299363057324841,0.3617021276595745,0.5853658536585366,0.38345864661654133,0.016129032258064516,1.0,1.776591965925201
966,croncj01,2016,LAA,C. J.,Cron,116.0,113.0,407.0,16.0,69.0,2.0,51.0,25.0,2.0,3.0,24.0,75.0,1.0,7.0,0.0,5,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1b,"['1b', 'dh']",0.27764127764127766,0.32505643340857787,70.0,0.4668304668304668,0.7918869002390447,0.4164619164619165,0.3404255319148936,0.4146341463414634,0.518796992481203,0.03225806451612903,1.0,1.7225766517156056
3095,morelmi01,2016,TEX,Mitch,Moreland,147.0,107.0,460.0,22.0,60.0,1.0,49.0,21.0,0.0,0.0,35.0,118.0,5.0,8.0,0.0,0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1b,['1b'],0.2326086956521739,0.2982107355864811,64.0,0.4217391304347826,0.7199498660212638,0.34891304347826085,0.46808510638297873,0.3983739837398374,0.45112781954887216,0.016129032258064516,1.0,1.6826289854080136
1752,gonzama01,2016,HOU,Marwin,Gonzalez,141.0,123.0,484.0,13.0,51.0,12.0,55.0,26.0,3.0,6.0,22.0,118.0,1.0,5.0,6.0,1,0.0,0.0,92.0,14.0,22.0,11.0,18.0,1.0,0.0,19.0,3.0,1b,"['1b', '2b', '3b', 'ss', 'lf', 'of']",0.25413223140495866,0.29296875,81.0,0.40082644628099173,0.6937951962809917,0.381198347107438,0.2765957446808511,0.44715447154471544,0.38345864661654133,0.1935483870967742,1.0,1.68195559704632
2141,hollima01,2016,SLN,Matt,Holliday,110.0,94.0,382.0,20.0,62.0,0.0,48.0,20.0,1.0,0.0,35.0,71.0,1.0,8.0,0.0,1,0.0,0.0,10.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0,8.0,lf,"['1b', 'lf', 'of']",0.24607329842931938,0.3215962441314554,53.0,0.4607329842931937,0.782329228424649,0.3691099476439791,0.425531914893617,0.3902439024390244,0.46616541353383456,0.0,1.0,1.6510511785104551
4008,rodrise01,2016,PIT,Sean,Rodriguez,140.0,81.0,300.0,18.0,56.0,2.0,49.0,16.0,1.0,1.0,33.0,102.0,2.0,5.0,1.0,3,0.0,0.0,57.0,29.0,11.0,27.0,10.0,5.0,17.0,32.0,0.0,1b,"['1b', '2b', '3b', 'ss', 'lf', 'rf', 'of']",0.27,0.3489736070381232,46.0,0.51,0.8589736070381232,0.405,0.3829787234042553,0.3983739837398374,0.42105263157894735,0.03225806451612903,1.0,1.639663403239169
3912,reynoma01,2016,COL,Mark,Reynolds,118.0,111.0,393.0,14.0,53.0,1.0,61.0,24.0,0.0,2.0,42.0,112.0,1.0,4.0,0.0,2,0.0,0.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1b,['1b'],0.2824427480916031,0.35600907029478457,73.0,0.45038167938931295,0.8063907496840975,0.4236641221374046,0.2978723404255319,0.4959349593495935,0.39849624060150374,0.016129032258064516,1.0,1.6320966947720983
2640,lindad01,2016,SEA,Adam,Lind,126.0,96.0,401.0,20.0,58.0,0.0,48.0,17.0,0.0,1.0,26.0,89.0,3.0,1.0,0.0,2,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1b,"['1b', 'dh']",0.23940149625935161,0.28604651162790695,59.0,0.4314214463840399,0.7174679580119468,0.35910224438902744,0.425531914893617,0.3902439024390244,0.43609022556390975,0.0,1.0,1.6109682872855788
1528,freesda01,2016,PIT,David,Freese,141.0,118.0,437.0,13.0,55.0,0.0,63.0,23.0,0.0,0.0,45.0,142.0,2.0,10.0,0.0,0,0.0,0.0,58.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,"['1b', '3b']",0.2700228832951945,0.3516260162601626,82.0,0.41189931350114417,0.7635253297613067,0.4050343249427918,0.2765957446808511,0.5121951219512195,0.41353383458646614,0.0,1.0,1.6073590261613284
2371,josepto01,2016,PHI,Tommy,Joseph,107.0,81.0,315.0,21.0,47.0,1.0,47.0,15.0,0.0,1.0,22.0,75.0,0.0,4.0,0.0,6,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1b,['1b'],0.2571428571428571,0.30835734870317005,45.0,0.5047619047619047,0.8131192534650749,0.3857142857142857,0.44680851063829785,0.3821138211382114,0.3533834586466165,0.016129032258064516,1.0,1.584149108395476
2885,mauerjo01,2016,MIN,Joe,Mauer,134.0,129.0,494.0,11.0,49.0,2.0,68.0,22.0,4.0,0.0,79.0,93.0,10.0,1.0,0.0,2,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1b,"['1b', 'dh']",0.2611336032388664,0.3628472222222222,92.0,0.38866396761133604,0.7515111898335582,0.39170040485829966,0.23404255319148937,0.5528455284552846,0.3684210526315789,0.03225806451612903,1.0,1.5792676036527815
2170,howarry01,2016,PHI,Ryan,Howard,112.0,65.0,331.0,25.0,59.0,0.0,35.0,10.0,0.0,1.0,27.0,114.0,2.0,1.0,0.0,3,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1b,['1b'],0.19637462235649547,0.2569060773480663,30.0,0.45317220543806647,0.7100782827861327,0.29456193353474325,0.5319148936170213,0.2845528455284553,0.44360902255639095,0.0,1.0,1.5546386952366107
5130,zimmery01,2016,WAS,Ryan,Zimmerman,115.0,93.0,427.0,15.0,46.0,4.0,60.0,18.0,1.0,1.0,29.0,104.0,1.0,5.0,0.0,6,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1b,['1b'],0.21779859484777517,0.27194860813704497,59.0,0.3700234192037471,0.6419720273407921,0.3266978922716628,0.3191489361702128,0.4878048780487805,0.3458646616541353,0.06451612903225806,1.0,1.5440324971770494
2439,kendrho01,2016,LAN,Howie,Kendrick,146.0,124.0,487.0,8.0,40.0,10.0,65.0,26.0,2.0,2.0,50.0,96.0,2.0,3.0,0.0,3,0.0,0.0,11.0,32.0,17.0,0.0,94.0,0.0,0.0,94.0,1.0,lf,"['1b', '2b', '3b', 'lf', 'of']",0.2546201232032854,0.3259668508287293,88.0,0.3655030800821355,0.6914699309108647,0.38193018480492813,0.1702127659574468,0.5284552845528455,0.3007518796992481,0.16129032258064516,1.0,1.5426404375951137
1452,florewi01,2016,NYN,Wilmer,Flores,103.0,82.0,307.0,16.0,49.0,1.0,38.0,14.0,0.0,1.0,23.0,48.0,0.0,2.0,0.0,3,0.0,0.0,27.0,18.0,51.0,8.0,0.0,0.0,0.0,0.0,0.0,3b,"['1b', '2b', '3b']",0.2671009771986971,0.3194029850746269,52.0,0.46905537459283386,0.7884583596674608,0.4006514657980456,0.3404255319148936,0.3089430894308943,0.3684210526315789,0.016129032258064516,1.0,1.434570172033477
82,alonsyo01,2016,OAK,Yonder,Alonso,156.0,122.0,482.0,7.0,56.0,3.0,52.0,34.0,0.0,1.0,45.0,74.0,1.0,1.0,0.0,4,0.0,0.0,145.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,1b,['1b'],0.25311203319502074,0.3157894736842105,81.0,0.36721991701244816,0.6830093906966587,0.3796680497925311,0.14893617021276595,0.42276422764227645,0.42105263157894735,0.04838709677419355,1.0,1.4208081760007143
3121,morrilo01,2016,TBA,Logan,Morrison,107.0,84.0,353.0,14.0,43.0,4.0,45.0,18.0,1.0,2.0,37.0,89.0,1.0,6.0,0.0,2,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1b,"['1b', 'dh']",0.23796033994334279,0.31909547738693467,51.0,0.41359773371104813,0.7326932110979828,0.3569405099150142,0.2978723404255319,0.36585365853658536,0.3233082706766917,0.06451612903225806,1.0,1.4084909085860813
29,adamsma01,2016,SLN,Matt,Adams,118.0,74.0,297.0,16.0,54.0,0.0,37.0,18.0,0.0,1.0,25.0,81.0,1.0,2.0,0.0,3,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1b,['1b'],0.24915824915824916,0.308868501529052,40.0,0.4713804713804714,0.7802489729095234,0.37373737373737376,0.3404255319148936,0.3008130081300813,0.40601503759398494,0.0,0.9892000000000001,1.4056442491014691
4631,teixema01,2016,NYA,Mark,Teixeira,116.0,79.0,387.0,15.0,44.0,2.0,43.0,16.0,0.0,0.0,47.0,105.0,1.0,2.0,0.0,2,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1b,['1b'],0.2041343669250646,0.2922374429223744,48.0,0.36175710594315247,0.6539945488655269,0.3062015503875969,0.3191489361702128,0.34959349593495936,0.3308270676691729,0.03225806451612903,1.0,1.3380291146780712
3673,plouftr01,2016,MIN,Trevor,Plouffe,84.0,83.0,319.0,12.0,47.0,1.0,35.0,13.0,1.0,0.0,19.0,60.0,0.0,2.0,1.0,3,0.0,0.0,13.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,7.0,3b,"['1b', '3b']",0.2601880877742947,0.3032069970845481,57.0,0.4200626959247649,0.723269693009313,0.39028213166144204,0.2553191489361702,0.2845528455284553,0.3533834586466165,0.016129032258064516,1.0,1.2996666170307485
412,bourju01,2016,MIA,Justin,Bour,90.0,74.0,280.0,15.0,51.0,0.0,35.0,12.0,1.0,0.0,38.0,56.0,9.0,0.0,0.0,3,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1b,['1b'],0.2642857142857143,0.34890965732087226,46.0,0.475,0.8239096573208722,0.39642857142857146,0.3191489361702128,0.2845528455284553,0.38345864661654133,0.0,0.928,1.2839705917622286
3457,parrage01,2016,COL,Gerardo,Parra,102.0,93.0,368.0,7.0,39.0,6.0,45.0,27.0,3.0,4.0,9.0,73.0,1.0,1.0,1.0,2,0.0,0.0,19.0,0.0,0.0,0.0,60.0,11.0,16.0,79.0,0.0,of,"['1b', 'lf', 'cf', 'rf', 'of']",0.25271739130434784,0.2710526315789474,56.0,0.39945652173913043,0.6705091533180778,0.3790760869565218,0.14893617021276595,0.36585365853658536,0.2932330827067669,0.0967741935483871,1.0,1.2838731919610271
2598,leeda02,2016,SEA,Dae-ho,Lee,104.0,74.0,292.0,14.0,49.0,0.0,33.0,9.0,0.0,0.0,20.0,74.0,2.0,5.0,0.0,0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1b,['1b'],0.2534246575342466,0.31230283911671924,51.0,0.4280821917808219,0.7403850308975412,0.3801369863013699,0.2978723404255319,0.2682926829268293,0.3684210526315789,0.0,0.9712000000000001,1.2768590380914933
2286,jasojo01,2016,PIT,John,Jaso,132.0,102.0,380.0,8.0,42.0,0.0,45.0,25.0,3.0,4.0,45.0,74.0,0.0,5.0,1.0,1,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1b,['1b'],0.26842105263157895,0.35266821345707655,66.0,0.4131578947368421,0.7658261081939186,0.40263157894736845,0.1702127659574468,0.36585365853658536,0.3157894736842105,0.0,1.0,1.2544874771256112
1166,dietrde01,2016,MIA,Derek,Dietrich,128.0,98.0,351.0,7.0,42.0,1.0,39.0,20.0,5.0,0.0,32.0,84.0,2.0,24.0,0.0,5,0.0,0.0,16.0,75.0,13.0,0.0,8.0,0.0,0.0,8.0,0.0,2b,"['1b', '2b', '3b']",0.2792022792022792,0.3737864077669903,66.0,0.42450142450142453,0.7982878322684148,0.4188034188034188,0.14893617021276595,0.3170731707317073,0.3157894736842105,0.016129032258064516,1.0,1.2167312656901672
2811,marteje01,2016,LAA,Jefry,Marte,88.0,65.0,258.0,15.0,44.0,2.0,38.0,14.0,0.0,2.0,18.0,59.0,0.0,5.0,0.0,3,0.0,0.0,29.0,0.0,22.0,0.0,27.0,0.0,0.0,27.0,4.0,1b,"['1b', '3b', 'lf', 'of']",0.25193798449612403,0.30985915492957744,36.0,0.4806201550387597,0.7904793099683372,0.37790697674418605,0.3191489361702128,0.3089430894308943,0.3308270676691729,0.03225806451612903,0.8488,1.162078613389569
4431,smoakju01,2016,TOR,Justin,Smoak,126.0,65.0,299.0,14.0,34.0,1.0,33.0,10.0,0.0,0.0,40.0,112.0,1.0,2.0,0.0,0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1b,['1b'],0.21739130434782608,0.31378299120234604,41.0,0.391304347826087,0.705087339028433,0.32608695652173914,0.2978723404255319,0.2682926829268293,0.2556390977443609,0.016129032258064516,0.9964,1.1598296374809702
2684,loneyja01,2016,NYN,James,Loney,100.0,91.0,343.0,9.0,34.0,0.0,30.0,16.0,1.0,0.0,16.0,37.0,3.0,5.0,1.0,1,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1b,['1b'],0.2653061224489796,0.30684931506849317,65.0,0.3965014577259475,0.7033507727944407,0.39795918367346944,0.19148936170212766,0.24390243902439024,0.2556390977443609,0.0,1.0,1.0889900821443483
1112,descada01,2016,COL,Daniel,Descalso,99.0,66.0,250.0,8.0,38.0,3.0,38.0,12.0,2.0,0.0,34.0,56.0,3.0,1.0,0.0,4,0.0,0.0,16.0,14.0,4.0,31.0,7.0,0.0,0.0,7.0,4.0,ss,"['1b', '2b', 'ss']",0.264,0.3494809688581315,44.0,0.424,0.7734809688581314,0.396,0.1702127659574468,0.3089430894308943,0.2857142857142857,0.04838709677419355,0.82,0.9915909350589928
4103,ruary01,2016,TEX,Ryan,Rua,99.0,62.0,240.0,8.0,22.0,9.0,40.0,8.0,1.0,0.0,21.0,76.0,2.0,6.0,0.0,2,0.0,0.0,31.0,0.0,2.0,0.0,60.0,4.0,3.0,65.0,4.0,of,"['1b', 'lf', 'of']",0.25833333333333336,0.3308550185873606,45.0,0.4,0.7308550185873606,0.38750000000000007,0.1702127659574468,0.3252032520325203,0.16541353383458646,0.14516129032258066,0.784,0.9356968202433534
4193,saltaja01,2016,DET,Jarrod,Saltalamacchia,92.0,42.0,246.0,12.0,38.0,0.0,30.0,5.0,1.0,0.0,41.0,104.0,1.0,0.0,0.0,5,0.0,68.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c,"['c', '1b']",0.17073170731707318,0.2842465753424658,24.0,0.34552845528455284,0.6297750306270187,0.2560975609756098,0.2553191489361702,0.24390243902439024,0.2857142857142857,0.0,0.8056,0.8386565349544073
3734,profaju01,2016,TEX,Jurickson,Profar,90.0,65.0,272.0,5.0,20.0,2.0,35.0,6.0,3.0,1.0,30.0,61.0,0.0,3.0,2.0,0,0.0,0.0,17.0,19.0,25.0,11.0,14.0,0.0,0.0,14.0,6.0,3b,"['1b', '2b', '3b', 'ss', 'lf', 'of']",0.23897058823529413,0.32131147540983607,51.0,0.3382352941176471,0.6595467695274831,0.35845588235294124,0.10638297872340426,0.2845528455284553,0.15037593984962405,0.03225806451612903,0.8992,0.838077519304722
4976,whitety01,2016,HOU,Tyler,White,86.0,54.0,249.0,8.0,28.0,1.0,24.0,16.0,0.0,0.0,23.0,65.0,1.0,2.0,0.0,2,1.0,0.0,58.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,1b,"['1b', 'dh']",0.21686746987951808,0.286231884057971,30.0,0.37751004016064255,0.6637419242186136,0.32530120481927716,0.1702127659574468,0.1951219512195122,0.21052631578947367,0.016129032258064516,0.8164,0.7488765928637373
3487,pearcst01,2016,TBA,Steve,Pearce,60.0,63.0,204.0,10.0,29.0,0.0,26.0,11.0,1.0,3.0,26.0,40.0,2.0,1.0,0.0,1,0.0,0.0,40.0,15.0,2.0,0.0,7.0,0.0,6.0,12.0,13.0,1b,"['1b', '2b', 'of', 'dh']",0.3088235294117647,0.3879310344827586,41.0,0.5196078431372549,0.9075388776200135,0.4632352941176471,0.2127659574468085,0.21138211382113822,0.21804511278195488,0.0,0.6544,0.7233923961128438
3431,parkby01,2016,MIN,Byung Ho,Park,62.0,41.0,215.0,12.0,24.0,1.0,28.0,9.0,1.0,0.0,21.0,80.0,0.0,5.0,0.0,3,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,dh,"['1b', 'dh']",0.19069767441860466,0.27459016393442626,19.0,0.40930232558139534,0.6838924895158216,0.286046511627907,0.2553191489361702,0.22764227642276422,0.18045112781954886,0.016129032258064516,0.6940000000000001,0.6701181393627317
557,butlebi03,2016,OAK,Billy,Butler,85.0,61.0,221.0,4.0,31.0,0.0,24.0,16.0,0.0,0.0,19.0,34.0,1.0,0.0,0.0,2,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,dh,"['1b', 'dh']",0.27601809954751133,0.3305785123966942,41.0,0.40271493212669685,0.7332934445233911,0.414027149321267,0.0851063829787234,0.1951219512195122,0.23308270676691728,0.0,0.7156,0.6636032089689621
2331,johnsch05,2016,MIA,Chris,Johnson,113.0,54.0,243.0,5.0,24.0,0.0,20.0,11.0,0.0,0.0,19.0,78.0,2.0,1.0,1.0,0,0.0,0.0,81.0,0.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,1b,"['1b', '3b']",0.2222222222222222,0.2813688212927757,38.0,0.3292181069958848,0.6105869282886605,0.3333333333333333,0.10638297872340426,0.16260162601626016,0.18045112781954886,0.0,0.7948,0.6221448535713959
1073,dejesiv02,2016,CIN,Ivan,De Jesus,104.0,56.0,221.0,1.0,20.0,3.0,21.0,10.0,0.0,1.0,17.0,51.0,1.0,2.0,2.0,1,0.0,0.0,12.0,22.0,14.0,30.0,1.0,0.0,0.0,1.0,0.0,ss,"['1b', '2b', '3b', 'ss']",0.25339366515837103,0.3112033195020747,45.0,0.31221719457013575,0.6234205140722104,0.38009049773755654,0.02127659574468085,0.17073170731707318,0.15037593984962405,0.04838709677419355,0.7156,0.5516287308599905
362,blancan01,2016,PHI,Andres,Blanco,90.0,48.0,190.0,4.0,21.0,2.0,26.0,15.0,1.0,3.0,11.0,41.0,0.0,7.0,0.0,1,0.0,0.0,19.0,20.0,21.0,10.0,1.0,0.0,0.0,1.0,0.0,3b,"['1b', '2b', '3b', 'ss']",0.25263157894736843,0.3157894736842105,28.0,0.4052631578947368,0.7210526315789474,0.37894736842105264,0.0851063829787234,0.21138211382113822,0.15789473684210525,0.03225806451612903,0.604,0.5228155546138057
4914,wallabr01,2016,SDN,Brett,Wallace,119.0,41.0,217.0,6.0,20.0,0.0,19.0,10.0,0.0,0.0,29.0,83.0,3.0,9.0,0.0,1,0.0,0.0,20.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,3.0,3b,"['1b', '3b']",0.1889400921658986,0.30859375,25.0,0.31797235023041476,0.6265661002304148,0.2834101382488479,0.1276595744680851,0.15447154471544716,0.15037593984962405,0.0,0.7012,0.5020011387341414
3966,robincl01,2016,WAS,Clint,Robinson,104.0,46.0,196.0,5.0,26.0,0.0,16.0,4.0,0.0,0.0,20.0,38.0,0.0,2.0,1.0,5,0.0,0.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1b,['1b'],0.23469387755102042,0.30493273542600896,37.0,0.33163265306122447,0.6365653884872334,0.35204081632653067,0.10638297872340426,0.13008130081300814,0.19548872180451127,0.0,0.6256,0.4904665323327595
4019,rojasmi02,2016,MIA,Miguel,Rojas,123.0,48.0,194.0,1.0,14.0,2.0,27.0,12.0,0.0,1.0,11.0,27.0,2.0,1.0,6.0,2,0.0,0.0,41.0,45.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,2b,"['1b', '2b', '3b', 'ss']",0.24742268041237114,0.28846153846153844,35.0,0.3247422680412371,0.6132038065027756,0.3711340206185567,0.02127659574468085,0.21951219512195122,0.10526315789473684,0.03225806451612903,0.6184,0.46345619056132015
4039,rominan01,2016,DET,Andrew,Romine,109.0,41.0,174.0,2.0,16.0,8.0,21.0,5.0,2.0,0.0,13.0,38.0,0.0,4.0,3.0,0,1.0,0.0,20.0,12.0,44.0,14.0,1.0,22.0,2.0,25.0,4.0,3b,"['1b', '2b', '3b', 'ss', 'cf', 'of']",0.23563218390804597,0.3036649214659686,32.0,0.3218390804597701,0.6255040019257387,0.35344827586206895,0.0425531914893617,0.17073170731707318,0.12030075187969924,0.12903225806451613,0.5464,0.44589856327238975
