,playerID,yearID,LastOfteamID,nameFirst,nameLast,weight,height,bats,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,BFPG,SPG,IP,ERA,ERARecip,WHIP,WHIPRecip,ERA_Scaled,WHIP_Scaled,SO_Scaled,SV_Scaled,W_Scaled,Penalty,StarterStars,RelieverStars,StarRating
125,arrieja01,2016,CHN,Jake,Arrieta,225,76,R,NL,18.0,8.0,31.0,31.0,1.0,1.0,0.0,592.0,138.0,68.0,16.0,76.0,190.0,1.0,16.0,6,0.0,795.0,0.0,72.0,2.0,1.0,17.0,25.64,1.0,197.33,3.101403739928039,0.32243464052287585,1.0844777783408504,0.9221028037383178,0.030447997380770496,0.08071927126463978,0.6690140845070423,0.0,0.8181818181818182,1.0,1.5983631713342707,0.9293490868272285,1.5983631713342707
1699,happja01,2016,TOR,J. A.,Happ,205,77,L,AL,20.0,4.0,32.0,32.0,0.0,0.0,0.0,585.0,168.0,69.0,22.0,60.0,163.0,0.0,3.0,6,2.0,796.0,0.0,72.0,2.0,2.0,21.0,24.87,1.0,195.0,3.1846153846153844,0.3140096618357488,1.1692307692307693,0.8552631578947368,0.029603936436234574,0.07395069953364423,0.573943661971831,0.0,0.9090909090909091,1.0,1.5865892070326189,1.0126455450607879,1.5865892070326189
443,brittza01,2016,BAL,Zach,Britton,195,75,L,AL,2.0,1.0,69.0,0.0,0.0,0.0,47.0,201.0,38.0,4.0,1.0,18.0,74.0,3.0,10.0,0,0.0,254.0,63.0,7.0,1.0,0.0,4.0,3.68,0.0,67.0,0.5373134328358209,1.8611111111111112,0.835820895522388,1.1964285714285714,0.18460111317254174,0.10849909584086799,0.2605633802816901,0.9215686274509803,0.09090909090909091,1.0,0.6445726802041908,1.3055779273734809,1.5661413076551711
1221,familje01,2016,NYN,Jeurys,Familia,240,75,R,NL,3.0,4.0,78.0,0.0,0.0,0.0,51.0,233.0,63.0,22.0,1.0,31.0,84.0,6.0,3.0,1,0.0,321.0,67.0,25.0,2.0,1.0,10.0,4.11,0.0,77.66,2.54957507082153,0.3922222222222222,1.2104043265516353,0.8261702127659575,0.03743970315398887,0.07100457850794506,0.29577464788732394,1.0,0.13636363636363635,1.0,0.5405825659128942,1.2448079180255704,1.5405825659128942
3958,syndeno01,2016,NYN,Noah,Syndergaard,240,78,L,NL,14.0,9.0,31.0,30.0,0.0,0.0,0.0,551.0,168.0,53.0,11.0,43.0,218.0,2.0,10.0,2,1.0,744.0,0.0,61.0,3.0,4.0,14.0,24.0,0.96,183.66,2.59719046063378,0.3850314465408805,1.1488620276598063,0.8704265402843601,0.03671929149018098,0.07548623192753014,0.7676056338028169,0.0,0.6363636363636364,1.0,1.5161747935841645,0.7485691597813475,1.5161747935841645
1668,hamelco01,2016,TEX,Cole,Hamels,205,76,L,AL,15.0,5.0,32.0,32.0,0.0,0.0,0.0,602.0,185.0,74.0,24.0,77.0,200.0,1.0,4.0,8,1.0,848.0,0.0,83.0,1.0,2.0,19.0,26.5,1.0,200.66,3.319047144423403,0.3012912912912913,1.3056912189773746,0.7658778625954199,0.02832973975831119,0.06489902406029568,0.704225352112676,0.0,0.6818181818181818,1.0,1.4792722977494646,0.7750469456367887,1.4792722977494646
1782,hendrky01,2016,CHN,Kyle,Hendricks,190,75,R,NL,16.0,8.0,31.0,30.0,2.0,1.0,0.0,570.0,142.0,45.0,15.0,44.0,170.0,3.0,5.0,8,0.0,745.0,0.0,53.0,4.0,3.0,12.0,24.03,0.96,190.0,2.1315789473684212,0.4691358024691358,0.9789473684210527,1.021505376344086,0.04514533085961658,0.09078535456648971,0.5985915492957746,0.0,0.7272727272727273,1.0,1.4617949619946082,0.8632034126988336,1.4617949619946082
2446,maedake01,2016,LAN,Kenta,Maeda,175,73,R,NL,16.0,11.0,32.0,32.0,0.0,0.0,0.0,527.0,150.0,68.0,20.0,50.0,179.0,6.0,6.0,8,0.0,716.0,0.0,72.0,0.0,3.0,10.0,22.37,1.0,175.66,3.484003187976773,0.2870261437908497,1.1385631333257429,0.8783,0.02690057841318346,0.07628354430379747,0.6302816901408451,0.0,0.7272727272727273,1.0,1.4607385401305533,0.8304568499897083,1.4607385401305533
2525,martica04,2016,SLN,Carlos,Martinez,190,72,R,NL,16.0,9.0,31.0,31.0,0.0,0.0,0.0,586.0,169.0,66.0,15.0,70.0,174.0,1.0,8.0,11,0.0,809.0,0.0,68.0,2.0,2.0,33.0,26.09,1.0,195.33,3.041007525725695,0.3288383838383838,1.2235703680950185,0.8172803347280336,0.031089559790858496,0.07010433769397809,0.6126760563380281,0.0,0.7272727272727273,1.0,1.441142681095592,0.8284666247575638,1.441142681095592
3427,roarkta01,2016,WAS,Tanner,Roark,235,74,R,NL,16.0,10.0,34.0,33.0,0.0,0.0,0.0,630.0,173.0,66.0,17.0,73.0,172.0,4.0,6.0,13,1.0,855.0,0.0,72.0,10.0,1.0,28.0,25.14,0.97,210.0,2.8285714285714287,0.35353535353535354,1.1714285714285715,0.8536585365853658,0.03356383875864395,0.07378820623649274,0.6056338028169014,0.0,0.7272727272727273,1.0,1.4402585750847654,0.834624772267864,1.4402585750847654
3906,strasst01,2016,WAS,Stephen,Strasburg,235,76,R,NL,15.0,4.0,24.0,24.0,0.0,0.0,0.0,443.0,119.0,59.0,15.0,44.0,183.0,1.0,2.0,2,0.0,598.0,0.0,59.0,5.0,1.0,7.0,24.91,1.0,147.66,3.596099146688338,0.27807909604519776,1.1038873086821075,0.9058895705521472,0.02600421370397158,0.07907742486604023,0.6443661971830986,0.0,0.6818181818181818,1.0,1.4312660175712923,0.7868998203881936,1.4312660175712923
3651,sanchaa01,2016,TOR,Aaron,Sanchez,220,76,R,AL,15.0,2.0,30.0,30.0,0.0,0.0,0.0,576.0,161.0,64.0,15.0,63.0,161.0,0.0,5.0,5,0.0,790.0,0.0,69.0,1.0,2.0,14.0,26.33,1.0,192.0,3.0,0.3333333333333333,1.1666666666666667,0.8571428571428571,0.03153988868274582,0.07414104882459312,0.5669014084507042,0.0,0.6818181818181818,1.0,1.354400527776225,0.7874991193255207,1.354400527776225
2121,kershcl01,2016,LAN,Clayton,Kershaw,225,76,L,NL,12.0,4.0,21.0,21.0,3.0,3.0,0.0,447.0,97.0,28.0,8.0,11.0,172.0,1.0,5.0,2,3.0,544.0,0.0,31.0,4.0,1.0,9.0,25.9,1.0,149.0,1.691275167785235,0.5912698412698413,0.7248322147651006,1.3796296296296298,0.057381394116088,0.12705110173464604,0.6056338028169014,0.0,0.5454545454545454,1.0,1.3355208441221809,0.7298870413052795,1.3355208441221809
3289,quintjo01,2016,CHA,Jose,Quintana,220,73,R,AL,13.0,12.0,32.0,32.0,0.0,0.0,0.0,624.0,192.0,74.0,22.0,50.0,181.0,1.0,10.0,4,1.0,837.0,0.0,76.0,2.0,2.0,18.0,26.15,1.0,208.0,3.201923076923077,0.31231231231231227,1.1634615384615385,0.8595041322314049,0.029433886576743718,0.07438016528925619,0.6373239436619719,0.0,0.5909090909090909,1.0,1.3320470864370626,0.6947231427750908,1.3320470864370626
1958,iwakuhi01,2016,SEA,Hisashi,Iwakuma,210,75,R,AL,16.0,12.0,33.0,33.0,0.0,0.0,0.0,597.0,218.0,91.0,28.0,46.0,147.0,3.0,4.0,5,0.0,836.0,0.0,95.0,6.0,7.0,25.0,25.33,1.0,199.0,4.115577889447236,0.242979242979243,1.3266331658291457,0.7537878787878788,0.02248771636526739,0.06367472190257001,0.5176056338028169,0.0,0.7272727272727273,1.0,1.3310407993433815,0.8134351655405647,1.3310407993433815
3969,tanakma01,2016,NYA,Masahiro,Tanaka,215,75,R,AL,14.0,4.0,31.0,31.0,0.0,0.0,0.0,599.0,179.0,68.0,22.0,36.0,165.0,0.0,7.0,3,0.0,805.0,0.0,75.0,4.0,3.0,10.0,25.96,1.0,199.66,3.065210858459381,0.3262418300653595,1.076830612040469,0.9286511627906976,0.030829422678162174,0.08138239623196937,0.5809859154929577,0.0,0.6363636363636364,1.0,1.3295613707667258,0.7485754552737679,1.3295613707667258
111,archech01,2016,TBA,Chris,Archer,190,75,R,AL,9.0,19.0,33.0,33.0,0.0,0.0,0.0,604.0,183.0,90.0,30.0,67.0,233.0,0.0,11.0,3,0.0,850.0,0.0,100.0,6.0,4.0,12.0,25.75,1.0,201.33,4.023245417970496,0.24855555555555559,1.2417424129538568,0.80532,0.023046382189239337,0.06889316455696202,0.8204225352112676,0.0,0.4090909090909091,1.0,1.321452991048378,0.5010304558371105,1.321452991048378
4043,tillmch01,2016,BAL,Chris,Tillman,200,77,R,AL,16.0,6.0,30.0,30.0,0.0,0.0,0.0,516.0,155.0,72.0,19.0,66.0,140.0,1.0,9.0,7,0.0,715.0,0.0,73.0,2.0,4.0,20.0,23.83,1.0,172.0,3.7674418604651163,0.2654320987654321,1.2848837209302326,0.7782805429864253,0.024737167594310456,0.06615499169482789,0.49295774647887325,0.0,0.7272727272727273,1.0,1.3111226330407388,0.8181648865618656,1.3111226330407388
1117,duffyda01,2016,KCA,Danny,Duffy,205,75,L,AL,12.0,3.0,42.0,26.0,1.0,0.0,0.0,539.0,163.0,70.0,27.0,42.0,188.0,0.0,4.0,7,0.0,731.0,5.0,71.0,4.0,2.0,13.0,17.4,0.61,179.66,3.506623622397863,0.28517460317460314,1.1410441945897807,0.876390243902439,0.02671508083752981,0.07609015128125965,0.6619718309859155,0.0,0.5454545454545454,1.0,1.3102316085592505,0.6482597775733349,1.3102316085592505
3021,osunaro01,2016,TOR,Roberto,Osuna,215,74,R,AL,4.0,3.0,72.0,0.0,0.0,0.0,36.0,222.0,55.0,22.0,9.0,14.0,82.0,4.0,4.0,3,1.0,288.0,61.0,23.0,1.0,3.0,4.0,4.0,0.0,74.0,2.675675675675676,0.3737373737373737,0.9324324324324325,1.072463768115942,0.03558778883454208,0.09594569803705741,0.2887323943661972,0.7058823529411765,0.18181818181818182,1.0,0.6020840630559785,1.0192340216309579,1.307966415997155
3900,straida01,2016,CIN,Dan,Straily,220,74,R,NL,14.0,8.0,34.0,31.0,0.0,0.0,0.0,574.0,154.0,80.0,31.0,73.0,162.0,4.0,3.0,11,1.0,792.0,0.0,80.0,6.0,3.0,10.0,23.29,0.91,191.33,3.7631317618773843,0.2657361111111111,1.1864318193696755,0.842863436123348,0.024767625231910947,0.07269503150616183,0.5704225352112676,0.0,0.6363636363636364,1.0,1.3042488283129767,0.7338262931017091,1.3042488283129767
2650,mchugco01,2016,HOU,Collin,McHugh,190,74,R,AL,13.0,10.0,33.0,33.0,1.0,0.0,0.0,554.0,206.0,89.0,25.0,54.0,177.0,1.0,9.0,5,0.0,796.0,0.0,92.0,1.0,5.0,15.0,24.12,1.0,184.66,4.33770172208383,0.23053682896379524,1.4079930683418174,0.7102307692307692,0.02124116653811678,0.05926387536514119,0.6232394366197183,0.0,0.5909090909090909,1.0,1.294653569432067,0.6714141328123489,1.294653569432067
1675,hammeja01,2016,CHN,Jason,Hammel,225,78,R,NL,15.0,10.0,30.0,30.0,0.0,0.0,0.0,500.0,148.0,71.0,25.0,53.0,144.0,0.0,9.0,9,0.0,692.0,0.0,77.0,7.0,3.0,14.0,23.06,1.0,166.66,3.8341533661346454,0.2608137715179969,1.2060482419296772,0.8291542288557214,0.024274478037053494,0.07130675735247811,0.5070422535211268,0.0,0.6818181818181818,1.0,1.2844416707288402,0.7773994172077134,1.2844416707288402
2200,lackejo01,2016,CHN,John,Lackey,235,78,R,NL,11.0,8.0,29.0,29.0,0.0,0.0,0.0,565.0,146.0,70.0,23.0,53.0,180.0,1.0,4.0,9,0.0,748.0,0.0,74.0,8.0,8.0,13.0,25.79,1.0,188.33,3.345191950300005,0.29893650793650794,1.0566558700153985,0.9463819095477387,0.02809382454280414,0.08317791489091025,0.6338028169014085,0.0,0.5,1.0,1.2450745563351229,0.6112717394337144,1.2450745563351229
2112,kenneia01,2016,KCA,Ian,Kennedy,200,72,R,AL,11.0,11.0,33.0,33.0,0.0,0.0,0.0,587.0,173.0,80.0,33.0,66.0,184.0,1.0,4.0,13,0.0,818.0,0.0,81.0,1.0,5.0,9.0,24.78,1.0,195.66,3.6798528058877644,0.27175,1.221506695287744,0.8186610878661088,0.02537012987012987,0.07024416079656798,0.647887323943662,0.0,0.5,1.0,1.24350161461036,0.5956142906666979,1.24350161461036
4233,wainwad01,2016,SLN,Adam,Wainwright,235,79,R,NL,13.0,9.0,33.0,33.0,1.0,1.0,0.0,596.0,220.0,102.0,22.0,59.0,161.0,4.0,1.0,5,0.0,847.0,0.0,108.0,8.0,9.0,27.0,25.66,1.0,198.66,4.620960434913924,0.21640522875816992,1.4044095439444277,0.7120430107526882,0.01982538469933428,0.0594473934939431,0.5669014084507042,0.0,0.5909090909090909,1.0,1.2370832775530727,0.6701818691023683,1.2370832775530727
825,colonba01,2016,NYN,Bartolo,Colon,285,71,R,NL,15.0,8.0,34.0,33.0,0.0,0.0,0.0,575.0,200.0,73.0,24.0,32.0,128.0,2.0,0.0,3,0.0,791.0,0.0,81.0,7.0,4.0,19.0,23.26,0.97,191.66,3.4279453198372116,0.2917199391171994,1.2104768861525619,0.8261206896551724,0.02737082877983074,0.07099956350938455,0.4507042253521127,0.0,0.6818181818181818,1.0,1.2308927994595096,0.7801885741073971,1.2308927994595096
3643,samarje01,2016,SFN,Jeff,Samardzija,225,77,R,NL,12.0,11.0,32.0,32.0,1.0,0.0,0.0,610.0,190.0,86.0,24.0,54.0,167.0,4.0,2.0,1,0.0,829.0,0.0,88.0,6.0,4.0,19.0,25.9,1.0,203.33,3.8066197806521416,0.2627002583979328,1.2000196724536467,0.8333196721311475,0.024463476722612936,0.0717285743930276,0.5880281690140845,0.0,0.5454545454545454,1.0,1.2296747655842704,0.641646596570186,1.2296747655842704
243,bauertr01,2016,CLE,Trevor,Bauer,200,73,R,AL,12.0,8.0,35.0,28.0,1.0,0.0,0.0,570.0,179.0,90.0,20.0,70.0,168.0,1.0,3.0,9,0.0,811.0,3.0,96.0,4.0,7.0,12.0,23.17,0.8,190.0,4.2631578947368425,0.2345679012345679,1.3105263157894738,0.7630522088353413,0.021645021645021644,0.06461288190737634,0.5915492957746479,0.0,0.5454545454545454,1.0,1.2232617447815912,0.6317124490069435,1.2232617447815912
3433,roberda08,2016,CHA,David,Robertson,195,71,R,AL,5.0,3.0,62.0,0.0,0.0,0.0,37.0,187.0,53.0,24.0,6.0,32.0,75.0,4.0,1.0,1,0.0,267.0,48.0,24.0,3.0,2.0,3.0,4.3,0.0,62.33,3.4654259586074123,0.28856481481481483,1.3637092892668057,0.7332941176470589,0.02705473098330241,0.06159940431868951,0.2640845070422535,0.7254901960784313,0.22727272727272727,0.935,0.5423106305918696,0.9737249498406959,1.220643963925203
3354,rayro02,2016,ARI,Robbie,Ray,195,74,L,NL,8.0,15.0,32.0,32.0,0.0,0.0,0.0,523.0,185.0,95.0,24.0,71.0,218.0,4.0,8.0,6,0.0,776.0,0.0,105.0,3.0,2.0,13.0,24.25,1.0,174.33,4.9044914816726894,0.20389473684210527,1.468479320828314,0.6809765625,0.018572014451713702,0.05630142405063292,0.7676056338028169,0.0,0.36363636363636365,1.0,1.2061154359415271,0.43850980213871027,1.2061154359415271
335,bettich01,2016,COL,Chad,Bettis,200,73,R,NL,14.0,8.0,32.0,32.0,1.0,1.0,0.0,558.0,204.0,99.0,22.0,59.0,138.0,5.0,4.0,7,0.0,814.0,0.0,107.0,10.0,3.0,11.0,25.43,1.0,186.0,4.790322580645161,0.20875420875420878,1.413978494623656,0.7072243346007604,0.019058863214707372,0.0589594262886846,0.4859154929577465,0.0,0.6363636363636364,1.0,1.2002974188247748,0.7143819258670283,1.2002974188247748
64,allenco01,2016,CLE,Cody,Allen,210,73,R,AL,3.0,5.0,67.0,0.0,0.0,0.0,32.0,204.0,41.0,19.0,8.0,27.0,87.0,2.0,3.0,0,0.0,264.0,55.0,23.0,3.0,2.0,7.0,3.94,0.0,68.0,2.514705882352941,0.3976608187134503,1.0,1.0,0.037984571819158285,0.08860759493670886,0.30633802816901406,0.6274509803921569,0.13636363636363635,1.0,0.5692938312885176,0.8904067835116604,1.1967448116806745
1557,grayjo02,2016,COL,Jon,Gray,235,76,R,NL,10.0,10.0,29.0,29.0,1.0,1.0,0.0,504.0,153.0,86.0,18.0,59.0,185.0,2.0,7.0,12,0.0,712.0,0.0,92.0,5.0,5.0,10.0,24.55,1.0,168.0,4.607142857142857,0.2170542635658915,1.2619047619047619,0.7924528301886793,0.019890408594727536,0.06759016001910677,0.6514084507042254,0.0,0.45454545454545453,1.0,1.1934344738635143,0.5420260231592888,1.1934344738635143
1164,eickhje01,2016,PHI,Jerad,Eickhoff,245,76,R,NL,11.0,14.0,33.0,33.0,0.0,0.0,0.0,592.0,187.0,80.0,30.0,42.0,167.0,2.0,6.0,8,2.0,811.0,0.0,88.0,6.0,10.0,14.0,24.57,1.0,197.33,3.6487102822682815,0.2740694444444444,1.1604925758881062,0.861703056768559,0.02560250463821892,0.07460284119175281,0.5880281690140845,0.0,0.5,1.0,1.1882335148440561,0.6002053458299718,1.1882335148440561
1770,hellije01,2016,PHI,Jeremy,Hellickson,190,73,R,NL,12.0,10.0,32.0,32.0,1.0,1.0,0.0,567.0,173.0,78.0,24.0,45.0,154.0,0.0,6.0,6,1.0,772.0,0.0,86.0,4.0,6.0,21.0,24.12,1.0,189.0,3.7142857142857144,0.2692307692307692,1.1534391534391535,0.8669724770642201,0.025117739403453687,0.07513645337359191,0.5422535211267606,0.0,0.5454545454545454,1.0,1.1879622593583516,0.645708738231591,1.1879622593583516
1519,gonzagi01,2016,WAS,Gio,Gonzalez,205,72,R,NL,11.0,11.0,32.0,32.0,0.0,0.0,0.0,532.0,179.0,90.0,19.0,59.0,171.0,2.0,7.0,9,0.0,765.0,0.0,98.0,8.0,5.0,17.0,23.9,1.0,177.33,4.567755032989342,0.2189259259259259,1.3421304911746461,0.7450840336134454,0.020077922077922077,0.06279331985958941,0.602112676056338,0.0,0.5,1.0,1.1849839179938495,0.5828712419375115,1.1849839179938495
1147,dysonsa01,2016,TEX,Sam,Dyson,205,73,R,AL,3.0,2.0,73.0,0.0,0.0,0.0,38.0,211.0,63.0,19.0,5.0,23.0,55.0,0.0,3.0,3,0.0,285.0,53.0,19.0,1.0,0.0,12.0,3.9,0.0,70.33,2.4313948528366276,0.4112865497076023,1.2228067680932746,0.8177906976744186,0.039349672883507464,0.07015602001766265,0.1936619718309859,0.7450980392156863,0.13636363636363635,1.0,0.43953130109579236,0.9909673684804927,1.1846293403114787
2981,ohse01,2016,SLN,Seung-hwan,Oh,205,70,R,NL,6.0,3.0,76.0,0.0,0.0,0.0,19.0,239.0,55.0,17.0,5.0,18.0,103.0,3.0,3.0,2,0.0,313.0,35.0,20.0,2.0,1.0,5.0,4.11,0.0,79.66,1.9206628169721316,0.5206535947712418,0.9163946773788602,1.0912328767123287,0.05030666812179418,0.09784636726200797,0.3626760563380282,0.37254901960784315,0.2727272727272727,1.0,0.783556364449103,0.7934293277189179,1.1561053840569462
3630,salazda01,2016,CLE,Danny,Salazar,195,72,R,AL,11.0,6.0,25.0,25.0,0.0,0.0,0.0,412.0,121.0,59.0,16.0,63.0,161.0,3.0,9.0,2,3.0,584.0,0.0,61.0,0.0,4.0,9.0,23.36,1.0,137.33,3.866598703852035,0.25862523540489646,1.3398383455909122,0.746358695652174,0.02405521838935883,0.06292239955971383,0.5669014084507042,0.0,0.5,1.0,1.153879026399777,0.5869776179490727,1.153879026399777
1586,greinza01,2016,ARI,Zack,Greinke,200,74,R,NL,13.0,7.0,26.0,26.0,1.0,1.0,0.0,476.0,161.0,77.0,23.0,41.0,134.0,3.0,1.0,0,0.0,667.0,0.0,80.0,7.0,4.0,9.0,25.65,1.0,158.66,4.367830581116854,0.22894660894660893,1.273162737930165,0.7854455445544555,0.02108184950485507,0.06688056147386891,0.47183098591549294,0.0,0.5909090909090909,1.0,1.1507024878033079,0.6788715018878149,1.1507024878033079
2958,odorija01,2016,TBA,Jake,Odorizzi,190,74,R,AL,10.0,6.0,33.0,33.0,0.0,0.0,0.0,563.0,170.0,77.0,29.0,54.0,166.0,3.0,3.0,4,1.0,773.0,0.0,80.0,3.0,6.0,14.0,23.42,1.0,187.66,3.6928487690504106,0.27079365079365075,1.1936480869657893,0.8377678571428571,0.025274317519215474,0.07217902350813743,0.5845070422535211,0.0,0.45454545454545453,1.0,1.1365058378263286,0.5519987955728074,1.1365058378263286
3325,ramosaj01,2016,MIA,A. J.,Ramos,200,70,R,NL,1.0,4.0,67.0,0.0,0.0,0.0,40.0,192.0,52.0,20.0,1.0,35.0,73.0,3.0,6.0,4,0.0,278.0,52.0,21.0,2.0,4.0,5.0,4.14,0.0,64.0,2.8125,0.35555555555555557,1.359375,0.735632183908046,0.033766233766233764,0.06183617052233377,0.25704225352112675,0.7843137254901961,0.045454545454545456,0.96,0.38217523513367013,0.8883558482239767,1.1351164116042582
4429,wrighst01,2016,BOS,Steven,Wright,215,74,R,AL,13.0,6.0,24.0,24.0,4.0,1.0,0.0,470.0,138.0,58.0,12.0,57.0,127.0,1.0,10.0,8,0.0,656.0,0.0,74.0,2.0,2.0,16.0,27.33,1.0,156.66,3.3320566832631178,0.3001149425287356,1.24473381846036,0.8033846153846154,0.02821188663553196,0.06869717624148004,0.4471830985915493,0.0,0.5909090909090909,1.0,1.1350012523776523,0.687818153786103,1.1350012523776523
626,carraca01,2016,CLE,Carlos,Carrasco,210,76,R,AL,11.0,8.0,25.0,25.0,1.0,1.0,0.0,439.0,134.0,54.0,21.0,34.0,150.0,2.0,4.0,3,1.0,599.0,0.0,64.0,1.0,3.0,9.0,23.96,1.0,146.33,3.321260165379621,0.3010905349794239,1.148089933711474,0.8710119047619048,0.028309626881055455,0.0755455093429777,0.528169014084507,0.0,0.5,1.0,1.1320241503085402,0.6038551362240332,1.1320241503085402
3470,rodrifr03,2016,DET,Francisco,Rodriguez,195,72,R,AL,3.0,4.0,61.0,0.0,0.0,0.0,44.0,175.0,45.0,21.0,6.0,21.0,52.0,1.0,4.0,1,0.0,235.0,55.0,24.0,0.0,3.0,4.0,3.85,0.0,58.33,3.240185153437339,0.30862433862433863,1.1314932281844676,0.8837878787878788,0.02906440498277233,0.07683927886459532,0.18309859154929578,0.8627450980392157,0.13636363636363635,0.875,0.3721951727902623,0.9668858659689422,1.1270971335745763
